,Mean,SD
MAXsssB,0.0,0.0
MAXssssB,0.0,0.0
MAXsCH3,2.1294220599132883e-05,2.9368559112489445e-05
MAXdCH2,0.0,0.0
MAXssCH2,3.193201936657619e-06,8.667740307862874e-06
MAXtCH,0.0,0.0
MAXdsCH,3.4465600177169264e-06,1.1668697801598965e-05
MAXaaCH,0.0025748219236327195,0.0008285525274126792
MAXsssCH,0.00011936480889916945,9.09541406493582e-05
MAXddC,0.0,0.0
MAXtsC,0.0,0.0
MAXdssC,0.00025882223453864704,8.711832017078027e-05
MAXaasC,0.0011194105119026964,0.00020273322874906073
MAXaaaC,0.00495094149486125,0.0009666832050322846
MAXssssC,0.00021808071569520137,4.650811854892566e-05
MAXsNH3,0.0,0.0
MAXsNH2,-2.1503789323717994e-05,9.635778746608721e-06
MAXssNH2,0.0,0.0
MAXdNH,0.0,0.0
MAXssNH,0.0006873384078657674,0.00016282767132850187
MAXaaNH,0.0,0.0
MAXtN,0.0,0.0
MAXsssNH,0.0,0.0
MAXdsN,3.4979362252485216e-05,8.548210269956639e-06
MAXaaN,0.0002793306945994778,0.0003253555598030765
MAXsssN,9.983561074987657e-05,7.228252894695066e-05
MAXddsN,0.0,0.0
MAXaasN,0.00023623387062239322,0.00012072244317835309
MAXssssN,0.0,0.0
MAXsOH,0.0005485836433579804,0.00016045919105093186
MAXdO,0.00017552855406147705,7.351723271702547e-05
MAXssO,0.0006525732958203245,0.0002142338929541057
MAXaaO,6.304783792471236e-05,2.7460968892224248e-05
MAXsF,-6.815609169741333e-06,2.876599135336937e-06
MAXsSiH3,0.0,0.0
MAXssSiH2,0.0,0.0
MAXsssSiH,0.0,0.0
MAXssssSi,0.0,0.0
MAXsPH2,0.0,0.0
MAXssPH,0.0,0.0
MAXsssP,0.0,0.0
MAXdsssP,0.0,0.0
MAXsssssP,0.0,0.0
MAXsSH,0.0,0.0
MAXdS,0.0,0.0
MAXssS,0.0,0.0
MAXaaS,0.0,0.0
MAXdssS,0.0,0.0
MAXddssS,0.0001420902716663397,0.00016267982847265118
MAXsCl,7.066702445435169e-09,1.3850400370631397e-06
MAXsGeH3,0.0,0.0
MAXssGeH2,0.0,0.0
MAXsssGeH,0.0,0.0
MAXssssGe,0.0,0.0
MAXsAsH2,0.0,0.0
MAXssAsH,0.0,0.0
MAXsssAs,0.0,0.0
MAXsssdAs,0.0,0.0
MAXsssssAs,0.0,0.0
MAXsSeH,0.0,0.0
MAXdSe,0.0,0.0
MAXssSe,0.0,0.0
MAXaaSe,0.0,0.0
MAXdssSe,0.0,0.0
MAXddssSe,0.0,0.0
MAXsBr,0.0,0.0
MAXsSnH3,0.0,0.0
MAXssSnH2,0.0,0.0
MAXsssSnH,0.0,0.0
MAXssssSn,0.0,0.0
MAXsI,0.0,0.0
MAXsPbH3,0.0,0.0
MAXssPbH2,0.0,0.0
MAXsssPbH,0.0,0.0
MAXssssPb,0.0,0.0
MINsLi,0.0,0.0
MINssBe,0.0,0.0
MINssssBe,0.0,0.0
MINssBH,0.0,0.0
MINsssB,0.0,0.0
MINssssB,0.0,0.0
MINsCH3,0.001336868110533318,0.0004590220549049459
MINdCH2,0.0,0.0
MINssCH2,0.0022365422347511155,0.000798519567981878
MINtCH,0.0,0.0
MINdsCH,0.0,0.0
MINaaCH,0.00013684154618486265,4.1868917873039015e-05
MINsssCH,1.7362832029022003e-06,1.3725658385512648e-05
MINddC,0.0,0.0
MINtsC,0.0,0.0
MINdssC,0.00013778991170899647,8.376625845577299e-05
MINaasC,0.00016489378176735015,0.0001374073121709542
MINaaaC,0.0005528550051375425,0.0001912623440359667
MINssssC,6.42557559129453e-05,3.9242062992281084e-05
MINsNH3,0.0,0.0
MINsNH2,1.309551938366571e-06,1.3161503508122348e-06
MINssNH2,0.0,0.0
MINdNH,0.0,0.0
MINssNH,0.0013653566633394453,0.000252967572812575
MINaaNH,0.0,0.0
MINtN,5.680080392689302e-06,4.891392158312691e-07
MINsssNH,0.0,0.0
MINdsN,-7.398034180128299e-06,3.992147278568974e-06
MINaaN,0.00019366418761911363,9.070925094507848e-05
MINsssN,3.563952681098215e-05,2.4542907830317112e-05
MINddsN,0.0,0.0
MINaasN,0.0010767132931610913,0.0003035549191608266
MINssssN,0.0,0.0
MINsOH,3.407204355901916e-05,2.2748945347273766e-05
MINdO,0.0005260329858459923,6.306118806815239e-05
MINssO,4.848181326522205e-05,2.638479832342335e-05
MINaaO,1.859978042029198e-07,1.6950799483991866e-05
MINsF,-1.0855000772369561e-05,7.812724528888524e-06
MINsSiH3,0.0,0.0
MINssSiH2,0.0,0.0
MINsssSiH,0.0,0.0
MINssssSi,0.0,0.0
MINsPH2,0.0,0.0
MINssPH,0.0,0.0
MINsssP,0.0,0.0
MINdsssP,0.0,0.0
MINsssssP,0.0,0.0
MINsSH,0.0,0.0
MINdS,0.0,0.0
MINssS,-2.9268023052919645e-06,0.0
MINaaS,-4.324118397269761e-06,1.2781830937779746e-05
MINdssS,0.0,0.0
MINddssS,-2.1279040244515103e-06,3.014908822473154e-06
MINsCl,-6.046512781243685e-07,2.2323374004610586e-07
MINsGeH3,0.0,0.0
MINssGeH2,0.0,0.0
MINsssGeH,0.0,0.0
MINssssGe,0.0,0.0
MINsAsH2,0.0,0.0
MINssAsH,0.0,0.0
MINsssAs,0.0,0.0
MINsssdAs,0.0,0.0
MINsssssAs,0.0,0.0
MINsSeH,0.0,0.0
MINdSe,0.0,0.0
MINssSe,0.0,0.0
MINaaSe,0.0,0.0
MINdssSe,0.0,0.0
MINddssSe,0.0,0.0
MINsBr,0.0,0.0
MINsSnH3,0.0,0.0
MINssSnH2,0.0,0.0
MINsssSnH,0.0,0.0
MINssssSn,0.0,0.0
MINsI,0.0,0.0
MINsPbH3,0.0,0.0
MINssPbH2,0.0,0.0
MINsssPbH,0.0,0.0
MINssssPb,0.0,0.0
ECIndex,0.0,0.0
ETA_alpha,2.2451956517288706e-07,1.590724309751981e-05
AETA_alpha,0.003574797884008318,0.0007481450054457759
ETA_shape_p,0.00014879207308142738,7.448655342676702e-05
ETA_shape_y,0.003677955627425622,0.0009494627597161454
ETA_shape_x,1.2934277490539436e-05,2.4765363167248255e-05
ETA_beta,0.0003637892325746517,4.131410980188508e-05
AETA_beta,-2.2602909365321276e-05,2.5115716453202672e-05
ETA_beta_s,2.7590851073466816e-05,2.2804050850478214e-05
AETA_beta_s,0.00035270120594418366,0.00011314098159591931
ETA_beta_ns,0.00039846164980327224,0.000152813451206202
AETA_beta_ns,0.0003120434468173672,0.00011650348409233609
ETA_beta_ns_d,-8.146915042694936e-07,4.586627857512596e-06
AETA_beta_ns_d,0.00022993508745654533,0.00019475411564707552
ETA_eta,3.9150420098843505e-05,1.0847120056964241e-05
AETA_eta,0.00010291808757088017,4.957425150310887e-05
ETA_eta_L,0.000219357201819248,8.702185914376358e-05
AETA_eta_L,0.0003879129113337987,0.00023895086906704403
ETA_eta_R,-2.9549859578503758e-05,1.6790140737361195e-05
AETA_eta_R,8.296844224608969e-06,6.894476514271967e-06
ETA_eta_RL,1.4910483578578493e-05,4.2983248902494656e-05
AETA_eta_RL,0.0006552187277235055,0.00010264201810910479
ETA_eta_F,1.4238087144136103e-05,9.461703711913578e-06
AETA_eta_F,6.8461839257139e-05,2.547556099759234e-05
ETA_eta_FL,0.0009954016774471608,0.0003241960584968926
AETA_eta_FL,6.248261097545616e-05,8.53922137000857e-05
ETA_eta_B,6.048076137799008e-07,7.542270356733027e-06
AETA_eta_B,4.7802026092258475e-05,4.349037991461302e-05
ETA_eta_BR,0.0008202727689157752,0.00015814840897243807
AETA_eta_BR,9.479469688041808e-05,6.439006017801045e-05
ETA_dAlpha_A,0.0,0.0
ETA_dAlpha_B,0.0055650084001107715,0.0007791055050621816
ETA_epsilon_1,5.830977524834413e-06,3.897171831070918e-06
ETA_epsilon_2,3.2843268902960075e-06,4.985084121407507e-05
ETA_epsilon_3,0.00021854318860087263,6.494816292273931e-05
ETA_epsilon_4,4.895345453426181e-06,1.1338232897402571e-05
ETA_epsilon_5,0.0008241668859246154,0.00020247578297321957
ETA_dEpsilon_A,0.0003298966656288593,0.00012269815225287502
ETA_dEpsilon_B,4.4496888270451065e-05,2.179833867045024e-05
ETA_dEpsilon_C,3.9323496598053785e-05,3.640994966666869e-05
ETA_dEpsilon_D,0.001526079329680008,0.0004837009908357038
ETA_dBeta,-6.559936406846934e-06,4.080698026024964e-05
AETA_dBeta,1.9283341267251063e-05,1.4312078023414563e-05
ETA_psi_1,0.00024377203364597255,8.819788822081504e-05
ETA_dPsi_A,0.0005373548941710937,0.00012045695830756388
ETA_dPsi_B,0.0,0.0
fragCpx,0.0005321418657277755,0.00010796772384995231
fMF,3.372185011647488e-05,1.896033102548983e-05
nHBAcc,1.0412999793985022e-06,9.324873581217809e-06
nHBDon,2.9199243697175527e-05,1.2156222519988782e-05
IC0,5.605285359355783e-05,2.3940497096345997e-05
IC1,0.0001635790759509592,0.00017734278419278475
IC2,0.000630837915128657,0.000178813929626747
IC3,2.7765990766226435e-05,5.403262560150214e-05
IC4,-7.066742378802893e-06,9.391712733835511e-06
IC5,2.4990714698480688e-05,5.3261225151879864e-05
TIC0,1.6512317424299817e-05,9.2131654050393e-06
TIC1,2.410030187238732e-05,5.8171192081326165e-06
TIC2,6.2906083931335566e-06,1.3149104783616541e-05
TIC3,0.0003018405080389863,0.0002261406450442077
TIC4,-1.6296424591444314e-06,2.0573621711487452e-05
TIC5,0.00011532116990178309,6.508724083000814e-05
SIC0,-1.2547346841307316e-06,5.76385997256804e-05
SIC1,0.00011656886657270826,3.6919880654301975e-05
SIC2,0.00015425803895889877,0.00011111927273311102
SIC3,3.0370075772800932e-05,5.138032314715244e-05
SIC4,0.0011638286743801296,0.00031835687512140384
SIC5,0.0002712158298755929,7.259684039099117e-05
BIC0,0.000309069379515492,6.602434156055495e-05
BIC1,3.942788388455742e-06,7.23439808279444e-05
BIC2,0.0013624318764093647,0.00041462504889056955
BIC3,0.000343963816685755,8.709164705486009e-05
BIC4,0.0005184700479435422,0.00019573152669122006
BIC5,0.00017945943682754484,7.982816906686951e-05
CIC0,-2.0418828465817995e-06,1.052787289390329e-05
CIC1,0.0003127365297246554,0.00010551327918640581
CIC2,0.0005707966092873051,0.00019529021965458362
CIC3,1.3191477020280118e-06,7.020627999339055e-05
CIC4,0.0007976668219549898,0.00021322348551069815
CIC5,0.0012827891778945388,0.0003275101542125686
MIC0,3.165858033590263e-05,3.2590857274712e-05
MIC1,0.0009872965827568358,0.0002667245110904616
MIC2,0.0018441218328929087,0.0005249433912877855
MIC3,1.8375961591787783e-05,4.1093311264759445e-05
MIC4,0.0004209868711779752,8.579351899747799e-05
MIC5,0.00046432604016115596,0.00020954942170825844
ZMIC0,6.379208942363102e-05,8.367520622004685e-05
ZMIC1,0.000764142412356461,0.0002346073364916809
ZMIC2,0.00013057978684084538,5.237788124946712e-05
ZMIC3,0.0018152882926311454,0.000445822749941506
ZMIC4,0.0008237578163228232,0.00019085166033544655
ZMIC5,0.0006452873877059063,0.00015028899168491406
Kier1,8.096995750106473e-06,6.927489212533656e-06
Kier2,8.57801457802787e-05,4.699494300405219e-05
Kier3,0.0013751734735054644,0.0002050228897126679
Lipinski,-9.630856034115175e-07,1.1596882420853305e-06
GhoseFilter,4.101308046070562e-05,1.3731507703459156e-05
FilterItLogS,0.0018798638931065148,0.00022734793232100081
VMcGowan,-8.951527889267119e-07,2.5062361080429955e-05
LabuteASA,2.0478816437285995e-05,5.172019017241199e-05
PEOE_VSA1,0.000502824644667843,0.0001991995370733724
PEOE_VSA2,0.00016808311138304387,8.396539781818965e-05
PEOE_VSA3,3.313107611893074e-05,1.7891091942004285e-05
PEOE_VSA4,0.00040247728227293944,0.00018662820080219002
PEOE_VSA5,3.227748365808303e-07,5.6433281575485404e-06
PEOE_VSA6,0.0001564808998226974,0.00012899698432515536
PEOE_VSA7,3.400090059776373e-05,5.00494898413048e-05
PEOE_VSA8,0.0005369797300806889,0.00015774464247069242
PEOE_VSA9,0.0011432447846091542,0.00022095629998914845
PEOE_VSA10,0.03823254789172388,0.005784679823531136
PEOE_VSA11,0.0007066460475753211,0.00015928690527539059
PEOE_VSA12,-5.1185195343861345e-06,1.798012643657557e-05
PEOE_VSA13,0.0001799054368378572,9.213518132189284e-05
SMR_VSA1,0.001228911688519818,0.00031024991998443495
SMR_VSA2,0.0,0.0
SMR_VSA3,0.00016445065667610725,5.8640114658180094e-05
SMR_VSA4,4.86776344345019e-06,3.020134782268235e-06
SMR_VSA5,0.00023427085341160003,9.000100988965798e-05
SMR_VSA6,0.0009002757680419804,0.00021106673714015928
SMR_VSA7,0.0005975266857737527,0.00020057068251701696
SMR_VSA8,0.0,0.0
SMR_VSA9,0.0005565467459688889,0.00017827535835796847
SlogP_VSA1,0.0005521879633364812,0.00015764748519305044
SlogP_VSA2,6.0682026850622514e-05,2.2137873553619995e-05
SlogP_VSA3,0.0009832790943155034,0.0004472921307546661
SlogP_VSA4,0.00010009373498831575,2.4895529792040626e-05
SlogP_VSA5,1.2906903789444702e-05,1.8279071452821682e-05
SlogP_VSA6,0.0011994932631208544,0.0003685554352958383
SlogP_VSA7,0.0,0.0
SlogP_VSA8,0.00043796192788829734,0.00012464957924661406
SlogP_VSA9,0.0,0.0
SlogP_VSA10,0.010353410712919365,0.0014597616681930072
SlogP_VSA11,5.13301938565025e-07,8.499938519333143e-06
EState_VSA1,0.00017009113561491373,6.561790021704485e-05
EState_VSA2,0.0003208806836697664,0.00022637855383219805
EState_VSA3,0.0010483873845692827,0.00022789564727692006
EState_VSA4,0.001737764728133473,0.0002050074513013087
EState_VSA5,0.0006508508588803808,0.00020826044084082886
EState_VSA6,0.0006225205488054053,0.00012098441338325397
EState_VSA7,0.000688318042176217,0.0001079323499181277
EState_VSA8,0.0021386602350934036,0.0004968980670677318
EState_VSA9,1.6962580629331646e-06,8.276957430725262e-06
EState_VSA10,0.0003584375808794449,0.0001160060648604464
VSA_EState1,6.0101755335606466e-05,2.6489778242941333e-05
VSA_EState2,0.0004955742051339307,0.00011195556072340515
VSA_EState3,0.001870490440812589,0.00023155353565069704
VSA_EState4,0.009835082944197271,0.0011025955782949148
VSA_EState5,0.001805199817489378,0.0004373045888332467
VSA_EState6,0.0019744148609324606,0.0003601335479805488
VSA_EState7,0.0005979377512879247,0.00015879385683883123
VSA_EState8,9.48046449813389e-05,5.9054576627169035e-05
VSA_EState9,0.0006632855733739618,0.00015151117939765898
MDEC-11,0.0002718067225800813,0.00014160193941690423
MDEC-12,0.00038499389337804947,0.00010582896192941449
MDEC-13,0.00034151592941336075,0.00014787777303196557
MDEC-14,5.188845614334525e-06,5.165304923439644e-06
MDEC-22,0.000311786875401876,7.302136871945829e-05
MDEC-23,0.0003289312358227936,0.00012483246357265367
MDEC-24,0.00031773710761932026,0.00011148346540763297
MDEC-33,0.00010878685729044379,0.0001038992483527238
MDEC-34,8.857815775187294e-06,1.2059437489428955e-05
MDEC-44,0.0,0.0
MDEO-11,4.6490569853019356e-05,3.659539313984076e-05
MDEO-12,0.0008479592387879653,0.0002531283689135204
MDEO-22,0.00019004058292171333,6.708897178059824e-05
MDEN-11,0.0,0.0
MDEN-12,7.947990445218433e-05,6.96854501251473e-05
MDEN-13,4.281474531786511e-05,1.7877483971489175e-05
MDEN-22,0.0001011720845128572,4.009088580757242e-05
MDEN-23,0.00028881104976661296,5.902604305988196e-05
MDEN-33,1.9921772680453476e-05,3.197235805569253e-05
MID,3.0697055316719624e-05,2.2004706841449302e-05
AMID,1.9748100442740223e-05,1.2995042258817365e-05
MID_h,2.5214675031204337e-05,1.9177464034687153e-05
AMID_h,0.00017558537287588606,8.236745724673667e-05
MID_C,0.00016282944469819816,6.672949370431372e-05
AMID_C,0.0011344559498653096,0.00026918208827232876
MID_N,8.227338574003928e-05,5.0209657168424143e-05
AMID_N,0.0006942099430876203,0.0002197171342029659
MID_O,0.00020498507854010972,0.00015440308249505596
AMID_O,0.0016819375471079923,0.00020298588960512257
MID_X,-2.6088166605808815e-05,1.839503717107845e-05
AMID_X,7.641471186414783e-06,3.629231208013717e-05
MPC2,1.162059263720705e-05,4.070831260841677e-06
MPC3,-1.9846018095714955e-05,3.445055083175314e-05
MPC4,9.010354320426739e-05,0.00010856957981623021
MPC5,1.280465250074192e-05,1.5539168453318634e-05
MPC6,5.739442190200172e-06,4.779268191868412e-06
MPC7,0.0003641200695058577,5.680363559460728e-05
MPC8,9.647475009144646e-06,1.750205932574703e-05
MPC9,5.927452898580876e-05,2.4367852948918264e-05
MPC10,0.0011881698495209813,0.00023563081337130268
TMPC10,0.00012927808023392994,9.489738349809496e-05
piPC1,0.0009279434937173314,0.0002416610872202288
piPC2,4.610052579673285e-05,3.458191940037661e-05
piPC3,0.0005505880339302327,0.0001656591516482965
piPC4,0.0017649915448789354,0.000474181092151556
piPC5,0.0008843184499141343,0.00043444580507931
piPC6,0.00011886734148555122,2.2911173508196432e-05
piPC7,0.0002132166398596702,8.670753588714235e-05
piPC8,0.000149583389084873,7.536835786729559e-05
piPC9,0.0001585473988761854,0.00010037879390150635
piPC10,0.000580415753455532,0.0002035515690524044
TpiPC10,5.655791825287526e-06,1.8765127245217148e-05
apol,-8.708163229764754e-06,3.0347226680797027e-05
bpol,5.056968844224796e-05,1.4146523991984314e-05
nRing,1.714862832778996e-05,4.8102862020144835e-06
n3Ring,0.0,0.0
n4Ring,0.0,0.0
n5Ring,5.848629894765756e-05,5.353104843163553e-05
n6Ring,-2.3257600514026145e-06,4.9314369202027534e-06
n7Ring,2.816540791185096e-05,1.6402025203789688e-05
n8Ring,0.0,0.0
n9Ring,0.0,0.0
n10Ring,0.0,0.0
n11Ring,0.0,0.0
n12Ring,0.0,0.0
nG12Ring,0.0,0.0
nHRing,0.00019062468812417466,8.88830184373462e-05
n3HRing,0.0,0.0
n4HRing,0.0,0.0
n5HRing,2.8330258829423194e-06,1.1402203685734882e-06
n6HRing,-3.5676120154759514e-07,5.200746856123751e-07
n7HRing,4.2454874035435794e-05,1.8039744099021533e-05
n8HRing,0.0,0.0
n9HRing,0.0,0.0
n10HRing,0.0,0.0
n11HRing,0.0,0.0
n12HRing,0.0,0.0
nG12HRing,0.0,0.0
naRing,4.5653168105830313e-05,2.072790674351275e-05
n3aRing,0.0,0.0
n4aRing,0.0,0.0
n5aRing,-3.679807767065224e-06,1.8029530799835078e-05
n6aRing,8.54504697241909e-06,1.6768094766253377e-05
n7aRing,0.0,0.0
n8aRing,0.0,0.0
n9aRing,0.0,0.0
n10aRing,0.0,0.0
n11aRing,0.0,0.0
n12aRing,0.0,0.0
nG12aRing,0.0,0.0
naHRing,2.3364357782162947e-06,3.653962983894141e-06
n3aHRing,0.0,0.0
n4aHRing,0.0,0.0
n5aHRing,8.992036027274385e-05,9.469412161185784e-05
n6aHRing,-3.355228418322476e-07,3.2322185639577773e-06
n7aHRing,0.0,0.0
n8aHRing,0.0,0.0
n9aHRing,0.0,0.0
n10aHRing,0.0,0.0
n11aHRing,0.0,0.0
n12aHRing,0.0,0.0
nG12aHRing,0.0,0.0
nARing,-6.461193002449406e-06,1.3659076241997256e-05
n3ARing,4.405436201515567e-06,2.8310005004230246e-06
n4ARing,0.0,0.0
n5ARing,0.00011693256100935301,3.87268904981875e-05
n6ARing,5.053299308999115e-08,2.93263582943443e-05
n7ARing,0.0,0.0
n8ARing,0.0,0.0
n9ARing,0.0,0.0
n10ARing,0.0,0.0
n11ARing,0.0,0.0
n12ARing,0.0,0.0
nG12ARing,0.0,0.0
nAHRing,4.6574458879233834e-06,2.3855009897670822e-05
n3AHRing,0.0,0.0
n4AHRing,0.0,0.0
n5AHRing,1.6627706413974153e-06,2.3567803763730765e-06
n6AHRing,0.0009922114820012263,0.000506377565713233
n7AHRing,7.81578456644505e-06,4.149145440763938e-06
n8AHRing,0.0,0.0
n9AHRing,0.0,0.0
n10AHRing,0.0,0.0
n11AHRing,0.0,0.0
n12AHRing,0.0,0.0
nG12AHRing,0.0,0.0
nFRing,0.0004662425909066403,0.00017852003882164606
n4FRing,0.0,0.0
n5FRing,0.0,0.0
n6FRing,0.0,0.0
n7FRing,0.0,0.0
n8FRing,0.0,0.0
n9FRing,9.027334031486145e-06,5.047860487194457e-06
n10FRing,6.63769424955607e-06,3.138386664033995e-06
n11FRing,0.0,0.0
n12FRing,0.0,0.0
nG12FRing,1.6348817812095184e-06,8.373335581388179e-07
nFHRing,-1.044488228063578e-06,5.3925561693874815e-06
n4FHRing,0.0,0.0
n5FHRing,0.0,0.0
n6FHRing,0.0,0.0
n7FHRing,0.0,0.0
n8FHRing,1.8383322116566347e-06,1.0179194890991282e-06
n9FHRing,1.3798697025801942e-05,8.434201321582639e-06
n10FHRing,1.919465406816645e-05,6.676462155974505e-06
n11FHRing,-1.994276988437349e-06,0.0
n12FHRing,0.0,0.0
nG12FHRing,0.0,0.0
nFaRing,0.008137448817398252,0.0016708400988906611
n4FaRing,0.0,0.0
n5FaRing,0.0,0.0
n6FaRing,0.0,0.0
n7FaRing,0.0,0.0
n8FaRing,0.0,0.0
n9FaRing,0.00397513169078596,0.001218003229409756
n10FaRing,1.3392390739053183e-06,5.937823182870178e-07
n11FaRing,0.0,0.0
n12FaRing,0.0,0.0
nG12FaRing,0.0,0.0
nFaHRing,0.0007586937095067747,0.00022635093118159217
n4FaHRing,0.0,0.0
n5FaHRing,0.0,0.0
n6FaHRing,0.0,0.0
n7FaHRing,0.0,0.0
n8FaHRing,0.0,0.0
n9FaHRing,0.003962396420773018,0.0012190870519522177
n10FaHRing,0.0,0.0
n11FaHRing,0.0,0.0
n12FaHRing,0.0,0.0
nG12FaHRing,0.0,0.0
nFARing,5.323584462709752e-05,2.2071591475605462e-05
n4FARing,0.0,0.0
n5FARing,0.0,0.0
n6FARing,0.0,0.0
n7FARing,0.0,0.0
n8FARing,0.0,0.0
n9FARing,0.0,0.0
n10FARing,0.0,0.0
n11FARing,0.0,0.0
n12FARing,0.0,0.0
nG12FARing,2.721518673386436e-05,2.2567160069491962e-05
nFAHRing,-4.334039056297368e-06,3.007884215081876e-06
n4FAHRing,0.0,0.0
n5FAHRing,0.0,0.0
n6FAHRing,0.0,0.0
n7FAHRing,0.0,0.0
n8FAHRing,-1.01576571653883e-06,0.0
n9FAHRing,4.0426893415101973e-07,2.233590451202209e-06
n10FAHRing,0.0,0.0
n11FAHRing,0.0,0.0
n12FAHRing,0.0,0.0
nG12FAHRing,0.0,0.0
nRot,1.2413846204428758e-06,3.4089469507054266e-05
RotRatio,0.00019997958657218539,0.00017678574305470094
SLogP,0.00030054699574673106,0.00017406578814004904
SMR,2.2031466377581133e-06,1.6735657246537388e-05
TopoPSA(NO),6.849941512528934e-05,4.233518304806257e-05
TopoPSA,3.218537287390522e-05,3.422089073201737e-05
GGI1,1.825579549575851e-05,5.721816310006682e-05
GGI2,0.00013577312571817491,5.077892554846771e-05
GGI3,0.0008453343061429308,0.0001882048047759649
GGI4,7.243696832875957e-05,3.082073003163511e-05
GGI5,9.58034843975386e-05,3.455841649976731e-05
GGI6,0.0004030679939025283,0.00013701528516135955
GGI7,0.0015858661131002872,0.0005263861866288208
GGI8,0.001173726128791608,0.00045791222479174234
GGI9,0.0005775436536821666,0.00012041434398101083
GGI10,4.81943270360552e-05,3.988117518736345e-05
JGI1,7.815686842835846e-05,3.8998246630998476e-05
JGI2,0.0031159402097465593,0.00039918396798743213
JGI3,0.0001584556819815619,0.00010063097027049118
JGI4,0.0006058394215968322,0.00019909038575744874
JGI5,0.001678126709194694,0.0003877239421529947
JGI6,0.000954975502924893,0.0001263983590455274
JGI7,0.0014068789329398702,0.0003174115495939934
JGI8,0.00020705788351123023,0.00014407393937679883
JGI9,9.824518285550532e-05,2.4953501584305242e-05
JGI10,0.0005112549659336163,9.132337352695505e-05
JGT10,2.3089024152223026e-05,1.4733952183815579e-05
Diameter,0.0,0.0
Radius,0.0,0.0
TopoShapeIndex,8.201803246725703e-05,5.2771616274501e-05
PetitjeanIndex,0.00146320570482692,0.0002976197811062557
Vabc,0.00022015993531204758,0.00010498960022630932
VAdjMat,3.522502561573715e-05,5.1430226218807915e-05
MWC01,0.0001894709645424486,5.8358898860663174e-05
MWC02,3.3150655491653855e-05,1.7911511330141347e-05
MWC03,2.0827779152654548e-05,5.662387853467503e-06
MWC04,-2.2854805126282242e-05,3.165203773787391e-05
MWC05,4.070348791829215e-06,3.0539060465208522e-06
MWC06,1.3661958245758665e-05,1.0914604664869205e-05
MWC07,2.9735391702134794e-05,2.0776368818928085e-05
MWC08,0.00014139977896853172,3.023873725176978e-05
MWC09,0.00013792844502236168,8.19627306635806e-05
MWC10,0.0002190008156568668,0.00011573440314119176
TMWC10,8.475202955011696e-05,3.43077457909083e-05
SRW02,2.9643191941164383e-05,4.417329226349878e-05
SRW03,-1.572428613205723e-06,5.298935864108813e-06
SRW04,4.9834121747160955e-05,3.242236863023881e-05
SRW05,0.0007968434129383972,0.00034811369154168117
SRW06,0.0001957054534389324,8.245353545935655e-05
SRW07,0.0003468551466060843,0.00018324339696368854
SRW08,0.000385034065255907,0.00010175280885960242
SRW09,0.001087517864995824,0.0003758431562537811
SRW10,6.853298499027715e-05,3.373017488876518e-05
TSRW10,0.0005781833024827265,0.00016096040291994985
MW,1.8695747202690515e-05,1.2700609279921163e-05
AMW,7.645434886761615e-05,0.00013654460277514187
WPath,0.0,0.0
WPol,6.785693351785138e-06,1.0001253204809367e-05
Zagreb1,4.582226420049018e-05,1.526088390779501e-05
Zagreb2,2.638936352391541e-05,2.0225536637322524e-05
mZagreb1,0.0015970577537172237,0.0004022697154423638
mZagreb2,9.126382622959284e-07,2.3807324173028628e-05
